Title,Company,Posted on,Location,Experience,Skills
"Software Engineer, AI Agents, Infrastructure",Google India Pvt Ltd,2025-09-24,China,2-3 Years,"software development, test automation, infrastructure design, project management, programming languages, software design, storage, artificial intelligence, security, java, software engineer, software engineering, python, natural language processing, information retrieval, mobile"
AWS Conversational AI Designer,Quantiphi,2025-09-24,Bengaluru,1-3 Years,"team collaboration, innovative thinking, customer centric approach, growth mindset, diversity advocacy"
"Senior Research Engineer, AI",THOMSON REUTERS CORPORATION,2025-09-24,Bengaluru,3-5 Years,"python programming, ai system development, machine learning implementation, data processing pipelines, research collaboration, algorithms, information retrieval"
Generative AI Data Scientist,CGI Information Systems and Management Consultants Pvt Ltd,2025-09-24,Canada,5-9 Years,"generative ai projects, data analytics expertise, risk mitigation strategies, advanced technology development, advanced analytics, cgi, data scientist"
AI Solutions Engineer,TRAFIGURA,2025-09-24,Mumbai,5-8 Years,"machine learning expertise, natural language processing, python proficiency, microservices architecture, sql, nosql, django"
Senior Data Scientist (AI/LLM),Binance,2025-09-24,Dubai,5-9 Years,"data analysis techniques, statistical modeling, ai/ml programming, llm optimization, cross functional collaboration, sql, data science, infrastructure, data scientist, statistical analysis"
"Software Engineer, Infrastructure AI/ML",Google India Pvt Ltd,2025-09-24,Seattle,5-6 Years,"software development, machine learning, distributed systems, backend infrastructure, technical leadership, c, artificial intelligence, java, software design, storage, security, linux, debugging, software engineer, natural language processing, os, information retrieval, mobile, windows"
Lead - AI/ML/Data Science,SYNECHRON,2025-09-24,Pune,5-8 Years,"python, sql"
Associate Director-AI/ML Engineering,Verizon Data Services India Pvt Ltd,2025-09-24,Chennai,6-10 Years,"ai/ml engineering, platform engineering, site reliability, data management, team leadership, reliability engineering, lifting, innovation, implementation, ideas, cutting, cost optimization"
S&C Global Network - AI - Software & Platform - Gen AI - Analyst,accenture,2025-09-24,Bengaluru,2-5 Years,"ai algorithm development, exploratory data analytics, data pipeline management, statistical modeling techniques, cloud platform deployment, algorithms, sql, java, global delivery, python, natural language processing, machine learning"
"Cloud AI Consultant (English, German)",Google India Pvt Ltd,2025-09-24,Germany,5-8 Years,"cloud solutions design, machine learning implementation, data pipeline development, python programming, technical mentorship, c, pig, java, apache, flume, data structures, mapreduce, hive, algorithms, software design, data warehousing, hadoop, consultant, infrastructure"
Senior AI and ML Engineer,Nvidia Graphics Pvt Ltd,2025-09-24,Pune,5-9 Years,"large language models, machine learning techniques, python programming, database management, distributed systems understanding, program management, senior software engineer, graphics, artificial intelligence, sql, docker, java, devops, linux, mysql, mongodb, rest, cloud services, mobile, windows"
AI - Senior Staff Engineer,Synopsys Inc,2025-09-24,Hyderabad,8-11 Years,"generative ai algorithms, machine learning solutions, technical leadership, data analysis techniques, c, data mining, docker, git, python, production environment"
AI Software Engineer- Taiwan,Taboola,2025-09-24,Taiwan,3-6 Years,"ai system design, programming proficiency, distributed systems, algorithms, artificial intelligence, java, debugging, software engineer, data structures, python, infrastructure, forms"
